content,score
"Bukan jaringannya atau hpnya tapi emang ga bisa login kalau facebook, yang lain aman kok. Setidaknya buatlah cara kaitkan 2+ sosmed dalam 1 akun",1
Knapa senjata xbow dan sejenisnya tidak ada damagenya. Aneh,1
"server 107 sering eror, gak kayak server yg lain, bikin kecewa player njirrrr server 107",1
Banyak bug,5
",❤️❤️❤️❤️❤️❤️❤️👍👍👍👍👍👍👍👍",5
Nice game,5
best game mmorpg,5
"Game nya udah bagus tapi boss nya lebih di mudah kan, seperti damage nya di kurangin",5
susah didownlod Bambang gua coba beberapa kali tapi gak bisa 😭🙏,1
"bagus banget , suka sama genre open world nya walaupun terkesan aneh cuma bisa jadi ciri khas nya mantapp!!!",5
Game nya gak bisa di buka,1
Nyoba dulu kalo bagus rate naik,3
"Mahal kale 3,9 life after aja kalah🗿",3
Please update Bahasa Indonesia 🙏🥰,5
"Saya kasih bintang 3 dlu, sblum d tambahkan fitur trade ny, kasian temen 1 party klo ga kbagian item, palagi biasa ada yg dapet doble, item drop, kan susah jadi nya, jadi kbnyakan orang suka solo, dari pada party, tolong tambahkan fitur trade saja, klo sudah d tambahkan saya kasih bintang 5, trimakasih",3
"game yg mirip dragon nest , monster hunter + life after",5
00000000ⁿ⁹⁸,5
Gema anj gobl get. Aku suda carigan ya bagus tapi ga bisa main,1
"Masih belom semua bisa di ubah jenis binatang kya snowie ga bisa di ubah bentuknya, batolf ga nisa juga aligator ga bisa, para ikan pun ga bisa di devour",1
Salam dari Binjai,5
YGY,5
Player nya GK ngotak saya lagi lawan grand beast malah diganggu Mulu saya sudah melawan lama sampai darah grand beast nya sekarat tapi masih di ganggu,1
Semoga lancar,3
adrielkenaszaffran,5
Ini nih yg gw cari mantap deh pokoknya,5
gamenya bagus sih petualangan ya dpt,5
Nice,5
Unik.,5
Cuma HP kentang yang bilang game ini gak bagus,5
Tidak bisa bahasa indonesia,3
"Excuse me, can't the chat problem be fixed? So that it can be for all ages? Because I'm 21 but I can't chat in games. Thx",1
Keren,5
Leg .koneksi tidak stabil saat melawan grand bos,3
"Untuk beberapa bug semoga cepat teratasi dan optimalkan game agar tidak sering terlalu frame drop.. Terimakasih sudah membalas komplain saya kmaren skarang saya kasih bintang 5.. Saya berharap chimeraland mengadakan event dihari"" Pnting internasional seperti imlek atau natal^^",5
"Eh Kalean Yg Ngatain Servernya Lemot Sering Lag, Liat Lagi Jaringanlu Sehat Kaga, Jangan Salahin Gamenya, Gw Make Provider Paling Haram Aja Ga Ngelag Sama Sekali!!! Oh Atau Hp Kalean Aja Potato. Game Bagus Dev, 5 Bintang Untukmu💕",5
Please fix bug can't craft Noble Hunting Map on Mobile Version!,5
"Gamenya menarik sih, tapi sayangnya tidak ada bahasa Indonesianya, Tolong untuk developer nya untuk update bahasa Indonesia... #kaum_gakbisa_bahasa enggres",3
Woi gk jelas game nya servernya jelek banget,1
Please update fiture other people beside team cannot capture the grand beast that we attacked. I attacking grand beast with my team and other people came and hit is and capture the grand beast that we fight. I really angry and heartbreaking about this. Because is hard to capture grand beast and other people just come and capture the grand beast and after that hit is until death. Please do something about this,1
Bagus ukurannya kecil grafiknya bagus bagus ok lah,5
"Aku suka tapii,,,,,, loding donlod nya lama semoga jepet ya,,,,,,,,",5
Ok,5
Kenapa sih baru aja download mau daftar akun eh malah error(bug) klo mau bikin game itu dicek dulu yA 🖕🗿,1
Anjirr di hp gw ini game satu satunya yang tulisannya suka banget hilang,1
Tenang aja Masih kalah kok sama genshin :),1
Bad,1
Gem nya jelek,1
lovee,5
fix server reconnect.server 102 bug fix.,5
Mantaps,5
Game nya bagus,5
Buruk,1
Too much in game mechanic. I know you are trying to gian monry through that but it jut too much it makes a fun game become chore if you are f2p,3
"Game busuk, server sedikit ngga bisa masuk. Alasan nunggu 5 menit lagi. Anda kira waktu kita ngga berharga? Udh donlod gede2 ngga bisa dimaiinin",1
Beda selera,1
"Optimalkan kembali grafik dan servernya, tidak usah perbanyak server tapi perbaiki aja",5
Kok gua stak di loding,1
"Ada fitu saling tautkan antar facebook, google, id official? Jadi biar banyak fitur 1 akun banyak cara login",5
Gamenya lumayan tapi lag,3
Game bagus🤩,5
"Turunin dong data nya jadi 1,9 GB kek atau 2,2 gb plis aku nanti kasih bintang lima deh kak",1
Game mantap bisa buat sun wukong wwkkwkwwkwk Apa lu lihat kan bilang bagus,5
"on android when planted until harvest, the shape of the plant remains the same",5
"Gw suka gamenya namun bug nya itu diperbaiki tolong, gua mau bunuh Noble kok tiba tiba darah nya penuh lagi tanpa sebab padahal gua hit terus, gua matipun kagak😡 tolong perbaiki, ini ngerugiin waktu banget udah ngehit susah susah tiba tiba darah penuh itu gimana ceritanya.",1
Ntap ya tod,5
"Aku yakin game Chimeraland bisa masuk game of the year, soalnya gamenya bagus buanget menurutku, karena kita bisa mencustom karakter kita, map-nya gede, dll. pokoknya ini adalah game RPG terbaik yang pernah aku mainkan di hp. Kekuranganya si cuma di servernya yang bisa penuh jadi kalo servernya udah penuh harus nyari yang lain",5
Crash,1
Game ya bagus,5
Good Game,5
"terlalu bnyak bug, , login juga susah parah bet dah",1
Mantap,5
TOLONG DI PERBAIKI LAGI MASA GW GK BISA MASUKDRI TDI MINA EMAIL TRS PADAHAL ITU EMAIL DAH BNR,1
Sangat bagusss,5
Tidak bisa di mainkan ketika ku download saat dibuka applikasi nya memunculkan huruf huruf aneh dan tidak muncul apapun dan tidak bisa di pencet applikasi nya ngeglitch,1
"Go bisa masuk malah koneksi yg di permasalahin,,pdhl bagus koneksi saya",1
Maaf saya bodoh.. Saya tidak bisa bahasa Inggris kalo bisa tambahin bahasa indonesia,1
Game bagus banget,5
Bagus banget,5
Saya ingin game ini berbahasa indonesia,1
Berat padahal ram6,1
Bagus dan map nya besar,5
"Gw tes di redmi 5 plus(snapdragon 625) sama honor 9 lite(kirin 659). Redmi: dapat settingan recommended grafik power save, grafik skornya 13, fps 20-25 Honor: dapat settingan recommended exquisite, grafik skornya 80, fps 5-10 kalo di set power save grafik skor 32, fps 10-15. Ini sistem game nya yang salah ato gmn padahal 2 hp itu speknya sama",3
Nggak bisa masuk,1
"Buat grafik yg sekelas ini doang, gamenya terlalu berat dan gk stabil",3
Game bodoh gara2 game ini hari2 aku di cuekin pacar aku pagi siang sore mlm subuh maen game ini game haram memang,1
"Keren, cuma rada lag",5
Waduh,5
keren,5
Mayan buat nyore,5
Kenapa gua ga bisa mainin gamenya bisa masuk sih bisa cuman kenapa gabisa dimainin😡😡😡😡😡😡😡😡😡,1
Sayang nya gk bisa maen bareng tapi seruuuuuuuu!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5
kok saya udah download 99% mulai dari awal lagi gimana ini ?,5
"Tester game dlu, jika bagus ditambah bintang nya",3
Nice,5
SAFUML,5
Cuk dah lama download kga bisa di buka awkwk,1
"Tolong untuk bisa chat jangan ada batas usia, mau berkomunikasi sama tim aja susah, seperti orang bisu",5
"keren parah, walaupun gw masi belum rada ngerti hhe, mohon tambahin bahasa indonesia kak",5
Game ini sering reconect padahal jaringan wifi baik. Dicoba digame lain dengan jaringan Wi-Fi lancar tapi hanya game ini saja yg sering reconect. Tolong segera diperbaiki,1
Oke,5
Bagus,5
"Tolong tambahkan bahasa Indonesia, supaya lebih mudah memahami alur ceritanya. Please add Indonesian, to make it easier to understand the storyline",3
Keren banget nih bosss qiu,5
Nice game,5
"Bagus,tapi tolong perbaikan biar bisA main sama temen",5
Ada masalah setiap masuk game pasti harus login lagi,3
Ini game yg paling saya sukai Pokoknya the best lh Dari segi grafis game play pokoknya terbaik Semangat trs delover ny,5
"gamenya bagus, cuma tolong tambahkan bahasa indonesia dalam game ini. agar mudah dipahami.",3
"Kenapa ya recon mulu ??, padahal sinyal nya bagus aja,buka yang lain lancar saja, habis update sering recon terus. Tolong di fix dev. Terimakasih.",5
"please add Indonesian in this game, because not everyone can understand English, thank you, always success for the CHIMERALAND game. 🥰",5
Kenapa gak bisa login pedahal udah di dwonload semua kenapa masih gak bisa login,1
Gamenya bagus banget,5
Kenapa milik ku downloadnya reset saat keluar game,1
"Saya harap fitur minors hanya di peruntukan untuk umur di bawah 18,saya kecewa karena tidak bisa menggunakan fungsi chat padahal saya kelahiran 2003 dan itu di atas 18tahun",5
Game nya sih bagus cuman kalok mau teleport kerumah temen meskipun sudah bayar tetap di tangkep,1
Kurang gede Gban nya,5
Ngasih bintang 1 dan 2 manja,5
Seruh,5
Sangat mengecewakan,1
Sering delay pas nyerang musuh atau pencet tombol,3
"Pengalaman bermain sangat buruk, perlu ditingkatkan kembali",1
Pas donload udah mau selesai malah ke batal sendiri,1
napa pas kill grand beast gak dapat apa apa ajg,1
Game ini membuat kouata saya habis,1
Jgn tinggi tinggi dong 4gb aja,5
Mohon ditanggapi min.. Ini aku mau ngasi saran equipment melee nya mohon di upgrade lagi soalnya kebanyakan yg kuliat lawan GB wajib range weapon karna Damagenya lebih praktis dibandingkan melee weapon yg harus maju trus susah buat menghidarnya..atau sekalian melee weapon nya di beri atribut lifesteel biar berguna saat maju atau defend tambahan di mode fight..makasih min🙏,5
"agak bingung dengan maksud mature di game ini, padahal gw dah masukin usia dan tgl lahir gw yg bener yaitu 19 tahun, eh ternyata kudu 21, tapi gada satupun konten yg menunujukan sebuah kelayakan untuk usia dewasa, ini game gk lebih dari game remaja, kebijakan ini kudu diringankan lagi, soalnya benar benar mengganggu, aplagi ini sama sekali gk bisa chat, minimal bisa gunain fitur komunikasi lain lah, kek share barang dan lokasi, ini bener bener di block segala aktivitas komunikasi, aneh",1
"Game sampah, isinya banyak manusia tukang sampah, yang level kecil tertindas dengan level yang lebih besar, game diskriminasi, bukan kompetisi",1
Good game,5
blum main gw dah kasih full. smoga tdk mengecewakan ya 👍,5
Gimana ini udah gonloat lebih dari 5 giga tetep gak bisa masuk game nya yg bener lah bikin game jngn seponsor yg bagus doang,1
"Dari segi permainan dan grafik bagus..kendala untuk bahan nya sulit mencari setiap upgrade rumah dapat nya cuma sedikit questnya membinggungkan harus apa dan gimana..cari teman party pun sulit..maaf game nya saya hapus,.maybe later i will download again",3
keren parah pokoknya bro harus coba download pokoknya ya. Spek Minimal Ram 4GB,5
"Thankss,",5
"Wahh Jujur ni game Seruu bangett,Bisa Jual beli item di Games,Bisa Dpt Keuntungan,banyak hadiah Gratis buat Player yang Suka Gratisan,Pokoknya Ngga akan Menyesal sihh kalo main Game mmorpg satu ini",5
Tolong untuk kualitas server/jaringan di perbaik sangat menjengkelkan ketika kita sedang melawan monster malah jaringan buffering sedangkan sya main game lain tidak ada masalah Terimakasih,3
saya ingin bertanya pas donwload kok backgroundnya hitam gitu ada yang bisa jelasin?,3
Oke dan asik tapi perlu di kembangkan lagi,3
Good,5
"I'm 19 years old,why i can't use chat function ,fix it my friends will stop play this too like me",1
Game nya bagus bangeeeet👍👍,5
Bang ke napa gamenya tidak bisa masuk malah error,5
wah hp saya maumeleda,5
Anjay,1
bagus bangetttttt ??????????????????????????????????????????!?!?!?!?!!?!?????????????????????????????????????????????????????????????????????????????????????????????????@?????????????????????????????????!???????@???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????¿??????????????????????????????????¿?????????‽???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,1
Mengapa ketika saya main selalu reconnecting padahal jaringan saya lancar lancar saja?,3
Grafiknya mantap sekaleh dan beastnya keren-keren semua karakternya bagus aku kasih bintang 5,5
"Server has been limit, tidak bisa masuk terus",1
Bagus,3
"Punyaku gak bisa log in,,pliss developer",3
Game ini sangat bagus karena kita bisa menjadi apapun(all role) berbeda dari rpg lainnya game ini benar benar realistis,5
Server bemasalah.CCD,1
Habis updet makin parah ja frame nya Gafis udah di turunin tetap ja sering lag parah... Apa lagi klo lagi lawan grand best Lag parah bnget Koneksi udah ok 4G streming lancar jaya Tolong perbaiki Gimna bisa menikmati game kalo sering lag parah,3
"Tolong admin server ditambahkan server baru, sy pemain baru mau main gk bisa masuk server ,gagal masuk mulu klo soal internt sy bagus gk ada masalah ,sy baru kali ini main game ini loh :(",1
"Yg main kok baru 100k+ download, game terbaik ini. Puas bgtt...",5
Tidak bisa login..server eror Udah aku email juga tidak ada respon. Benar benar sangat mengecewakan..diawal download samapi sekarang gak bisa login.,1
Server nya benerin !! Limit trus bikin males..,1
"Keren banget, semoga bukan dead game, terus kembangkan!!!",5
Ok,5
ini game gg,5
LAH LAHH LAHHHH MILIH SERVER GA BISA. BARU AWAL MAIN AJA GINI,1
Gw mau dowload aja gak bisa bisa🗿,1
Server sudah smooth tapi knp sulit sekali masuk. Kasih nilai ini dulu sementara,1
Saya sudah menghabiskan 6gb data untuk mendownload game ini dan tidak bisa memainkan game ini karena semua server sudah mencapai max register 🤦,1
Tolong perbaiki masalah koneksi.. Sinyal saya lagi bagus² nya tapi berkali² dissconnect.. Sama tolong perbagus rate untuk dapat telur .... Selsin itu semuanya udah mantab menurut saya pribadi,3
Server status hijau tapi sampe sekarang gak bisa login,1
Please update BAHASA INDONESIA,5
Kenapa kaga bs masuk2 server ya,3
optimalkan lagi untuk segi masalah jaringan dari tiap server :).,1
Gw cuman bilang wallpaper ya bagus cuman gw gak download,5
👍👍👍,5
Tolong jangan tinggi tinggi ya gb nya kasihan yang hp yang ram 2,1
Jaringan enak tapi gk bisa masuk,1
Lebih burik dari epep,1
"This game is so unfair in term of killing and hunting, most dmg wins expecially when we open the seal and those chinese players deak morr dmg they got the noble or beast. Please add system that other player except party that open the seal cant hit or capture the beast. Its so unfair, we open the seal then chinese players steal by dealing more dmg. Its so p2w since they oay more in this game",1
Mantap ngecrash gamenya keren Tencent semangat buat game crash lagi putih semua semangat ya lepel inpinit,5
"Oi kok gue gk bisa masuk, ini gimana sih udh downlosf sampe 6 giga tapi gk bisa masuk😡😡😡😡😡",1
Aku suka game ini🙏,5
pas main totem hp kentangku menangis,5
Mahal kali cok donlodnya tolong jangan mahal² kurangin kk,5
Game gak guna jangan di DONGLOD,1
Mantap,5
The game is very good but the download takes too long,5
Good game,5
"game seperti inilah yang gw inginkan selama ini. walaupun masih ada bug, gw devour ekor vultura ke leoparbeak gk bisa nyambung sempurna, dan titik pointernya kurang presisi, titiknya di apa tapi yg kebaca yg lain. overall gamenya bagus",5
"Ku kasih segini dulu, untuk bintang 3 itu dari segi grafik manjain banget dan gameplay nya yg mudah, tapi untung bintang 2 ku kosongin winrate nyari resources nya susah banget, misal nyari wild garlic aturan d hutan ini d gunung dan nyarinya pun susah, trs untuk bagian tanahnya atau batunya jdi harus nutup tembok biar batunya gk nongol d ruangan dan itu makan space jdi kecil. Itu aja sih. Overall bagus banget, idn : Karanaya (cat woman) 😘😘😘😘😘😘",3
"Please fix this for PC Client Version!: 1. Resizeable launcher! Ex: 1270x760 /1440 x 900 2. Resizeable Font-in-Game! every words. 3. This bug often appear! Ex: (After player shooting with ranged weapon, sometimes keep shooting itself without player click, until player switch weapon) it does happen to all kind of weapon too. 4. Ranged weapon aim crosshair sometimes and often not adjusted to center while shooting, but instead to left/right side! This is annoying.",3
Mantap,5
Kenapa pas pake ranged weapon ga bisa ngasih damage kalo bug ya ngotak lah dari level 3 pas pake multi x bow ga bisa ngasih damage sampai sekarang lvl 38 pake multi x bow dan senjata ranged lainnya,1
Masa pas aku ubah karakter pas mau pindahin camp level 1 nya gak bisa camp nya udah ke tarok,1
Baru main ada bug screen,1
"Kiranya pas nembak pake auto aim,susah klo pake hape 😭",1
Add event more and moreeeer,5
gem nya seru tapi saya ram 3 jadi tak bisa main hanya bisa main di hp teman dan seru gennya tapi takbisa main di hp saya sendiri😢:),5
Game rusak kagak bisa di buka tolol ★,1
Keren gw bisa dapat teman baru,5
"Stag di 49% Padahal gua pngn bat mainin nya, HP gua ga kentang""amat ram6/64 masih ngestag ga logis si",1
Gam burik MB besar malah main buruk,1
Ga bisa masuk padahal sdh pencet enter. Tunggu 5 menit gitu gitu aja terus Jadi gimana ni,1
Game Open World terbaik yang Selami ini di cari,5
"Grafis sudah bagus, ramah f2p, map yang besar dan untuk pindah map bisa memakai mata uang yang terbilang mudah untuk di cari, saran saya jangan terlalu sering up server agar server lama tidak banyak yang sepi, perbanyak event"", untuk skin senjata di tambah lagi terutama untuk yang memakai ruby dan beranikan untuk membuat iklan di beberapa media sosial dev karna saya lihat game ini kurang pengiklan an. Terimakasih Dev",5
good gem,5
bagus,5
Josss,5
Why I can't login ?,5
"Game yg sangat BAGUS, kita bisa bikin rumah sendiri ternyata",5
Nice game and cool,5
"This game is great but improve connection in server asia , sometimes green & sometime getting yellow ping or maybe red . Just that , and i hope the fps not drop when totem/grand beast with 8 ppl in party (ram6 / 128)",5
